barometerValue,gzValue,mzValue,gpsTimeInMillis,systemTimeInMillis,myValue,zValue,tc,mxValue,latitudeValue,gxValue,lightValue,longitudeValue,xValue,altitudeValue,gyValue,yValue,globalFrame,temperatureValue
1004.83514,-0.00024414062,-54.09546,1682811869000,1682811867107,26.185608,9.549759,00:59:00:08,25.621033,34.030098,-0.0010681152,35.0,-118.75661,0.2632141,24.0,0.0015106201,0.105285645,1217,0.0
1004.83514,0.0034179688,-51.235962,1682811869000,1682811867132,25.498962,9.571289,00:59:00:08,24.917603,34.030098,-0.0022888184,35.0,-118.75661,0.2679901,24.0,0.0002746582,0.107681274,1217,0.0
1004.83514,0.0009765625,-51.953125,1682811869000,1682811867168,26.12915,9.561722,00:59:00:09,23.554993,34.030098,-0.0010681152,35.0,-118.75661,0.2536316,24.0,0.0002746582,0.095718384,1218,0.0
1004.83685,-0.00024414062,-52.668762,1682811870000,1682811867212,26.132202,9.559326,00:59:00:10,23.553467,34.030098,0.00015258789,35.0,-118.75661,0.25842285,24.0,0.0015106201,0.090927124,1219,0.0
1004.83685,0.0021972656,-51.945496,1682811870000,1682811867263,24.827576,9.568893,00:59:00:11,24.212646,34.030098,0.0038146973,35.0,-118.75661,0.26081848,24.0,-0.00093078613,0.098098755,1220,0.0
1004.83685,0.0009765625,-50.520325,1682811870000,1682811867297,25.479126,9.566513,00:59:00:12,24.227905,34.030098,0.00015258789,35.0,-118.75661,0.2416687,24.0,0.0015106201,0.098098755,1221,0.0
1004.83685,-0.00024414062,-50.515747,1682811870000,1682811867340,24.804688,9.544968,00:59:00:13,23.524475,34.030098,0.00015258789,35.0,-118.75661,0.2632141,24.0,0.0027160645,0.090927124,1222,0.0
1004.83685,-0.0014648438,-54.09546,1682811870000,1682811867376,26.185608,9.564117,00:59:00:14,25.621033,34.030098,-0.0010681152,35.0,-118.75661,0.25602722,24.0,-0.00093078613,0.098098755,1223,0.0
1004.83685,-0.003921509,-53.370667,1682811870000,1682811867410,24.221802,9.556931,00:59:00:15,26.260376,34.030098,0.002609253,35.0,-118.75661,0.26081848,24.0,-0.00093078613,0.098098755,1224,0.0
1004.83685,-0.0014648438,-49.79706,1682811870000,1682811867455,24.235535,9.564117,00:59:00:16,27.641296,34.030098,0.00015258789,35.0,-118.75661,0.27038574,24.0,0.0015106201,0.107681274,1225,0.0
1004.83685,-0.0014648438,-51.956177,1682811870000,1682811867554,26.803589,9.552155,00:59:00:17,24.258423,34.030098,0.00015258789,35.0,-118.75661,0.25842285,24.0,-0.00093078613,0.093322754,1226,0.0
1004.83685,-0.00024414062,-54.096985,1682811870000,1682811867580,26.168823,9.564117,00:59:00:18,24.931335,34.030098,0.00015258789,35.0,-118.75661,0.25125122,24.0,-0.00093078613,0.102890015,1227,0.0
1004.83344,-0.003921509,-52.66571,1682811870000,1682811867615,25.489807,9.559326,00:59:00:20,24.22638,34.030098,0.002609253,35.0,-118.75661,0.25842285,24.0,-0.00093078613,0.107681274,1228,0.0
1004.83344,-0.0014648438,-51.95465,1682811870000,1682811867662,26.835632,9.561722,00:59:00:21,25.637817,34.030098,0.0038146973,35.0,-118.75661,0.24885559,24.0,-0.0033874512,0.088531494,1229,0.0
1004.83344,0.0009765625,-51.945496,1682811870000,1682811867749,24.797058,9.554535,00:59:00:22,22.834778,34.030098,-0.0010681152,35.0,-118.75661,0.27038574,24.0,0.0027160645,0.112457275,1230,0.0
1004.83344,-0.0014648438,-52.66571,1682811870000,1682811867777,25.505066,9.561722,00:59:00:23,24.916077,34.030098,-0.0022888184,35.0,-118.75661,0.26560974,24.0,-0.002166748,0.098098755,1231,0.0
1004.8317,0.0009765625,-50.523376,1682811870000,1682811867814,26.13678,9.554535,00:59:01:01,24.243164,34.030098,0.00015258789,35.0,-118.75661,0.27038574,24.0,-0.002166748,0.100494385,1232,0.0
1004.8317,0.0009765625,-51.235962,1682811870000,1682811867847,25.468445,9.571289,00:59:01:02,23.539734,34.030098,0.001373291,35.0,-118.75661,0.27278137,24.0,-0.00093078613,0.100494385,1233,0.0
1004.8317,0.0034179688,-52.659607,1682811870000,1682811867901,24.86267,9.5354,00:59:01:03,25.590515,34.030098,0.00015258789,35.0,-118.75661,0.2632141,24.0,0.0015106201,0.102890015,1234,0.0
1004.8317,-0.00024414062,-52.661133,1682811870000,1682811867930,24.845886,9.554535,00:59:01:04,24.900818,34.030098,0.001373291,35.0,-118.75661,0.26081848,24.0,0.0002746582,0.105285645,1235,0.0
1004.8317,-0.003921509,-54.089355,1682811870000,1682811867975,24.836731,9.566513,00:59:01:05,24.21112,34.030098,0.00015258789,35.0,-118.75661,0.27278137,24.0,-0.002166748,0.12921143,1236,0.0
1004.82666,-0.0026855469,-54.09546,1682811870000,1682811868052,26.185608,9.549759,00:59:01:06,25.621033,34.030098,0.00015258789,35.0,-118.75661,0.24885559,24.0,0.0002746582,0.093322754,1237,0.0
1004.82666,-0.0014648438,-54.089355,1682811870000,1682811868099,24.836731,9.561722,00:59:01:07,24.21112,34.030098,0.002609253,35.0,-118.75661,0.25125122,24.0,-0.002166748,0.090927124,1238,0.0
1004.82666,-0.0014648438,-52.670288,1682811870000,1682811868142,26.853943,9.5282135,00:59:01:08,26.322937,34.030098,0.00015258789,35.0,-118.75661,0.25842285,24.0,-0.002166748,0.114852905,1239,0.0
1004.82666,-0.0026855469,-51.950073,1682811870000,1682811868184,25.502014,9.602402,00:59:01:09,24.917603,34.030098,0.002609253,35.0,-118.75661,0.25602722,24.0,-0.002166748,0.095718384,1240,0.0
1004.8325,0.0009765625,-51.953125,1682811871000,1682811868217,26.14441,9.556931,00:59:01:10,24.243164,34.030098,0.001373291,35.0,-118.75661,0.2679901,24.0,0.0002746582,0.095718384,1241,0.0
1004.8325,-0.0014648438,-51.246643,1682811871000,1682811868251,27.442932,9.540192,00:59:01:11,23.58551,34.030098,0.001373291,35.0,-118.75661,0.26560974,24.0,-0.00093078613,0.088531494,1242,0.0
1004.8325,0.0009765625,-51.235962,1682811871000,1682811868302,25.483704,9.530609,00:59:01:12,24.227905,34.030098,-0.0022888184,35.0,-118.75661,0.24645996,24.0,0.0002746582,0.107681274,1243,0.0
1004.8325,-0.0014648438,-52.671814,1682811871000,1682811868335,26.80664,9.559326,00:59:01:13,24.256897,34.030098,-0.0010681152,35.0,-118.75661,0.2679901,24.0,-0.00093078613,0.093322754,1244,0.0
1004.8325,0.0009765625,-51.239014,1682811871000,1682811868379,26.11084,9.547363,00:59:01:14,22.865295,34.030098,-0.0010681152,35.0,-118.75661,0.25125122,24.0,-0.00093078613,0.095718384,1245,0.0
1004.8376,-0.00024414062,-53.372192,1682811871000,1682811868416,24.15924,9.559326,00:59:01:15,23.506165,34.030098,0.001373291,35.0,-118.75661,0.27278137,24.0,0.0002746582,0.102890015,1246,0.0
1004.8376,-0.003921509,-54.092407,1682811871000,1682811868452,25.527954,9.554535,00:59:01:16,25.605774,34.030098,0.00015258789,35.0,-118.75661,0.25602722,24.0,-0.00093078613,0.105285645,1247,0.0
1004.8376,-0.0014648438,-52.661133,1682811871000,1682811868503,24.845886,9.554535,00:59:01:17,24.900818,34.030098,0.00015258789,35.0,-118.75661,0.27038574,24.0,-0.00093078613,0.110076904,1248,0.0
1004.8376,-0.00024414062,-50.51117,1682811871000,1682811868538,24.208069,9.561722,00:59:01:18,26.261902,34.030098,-0.0010681152,35.0,-118.75661,0.27038574,24.0,-0.00093078613,0.090927124,1249,0.0
1004.8376,0.0009765625,-51.235962,1682811871000,1682811868582,25.468445,9.552155,00:59:01:19,23.539734,34.030098,-0.0022888184,35.0,-118.75661,0.24885559,24.0,0.0015106201,0.098098755,1250,0.0
1004.8393,0.0009765625,-53.382874,1682811871000,1682811868617,26.135254,9.552155,00:59:01:20,23.553467,34.030098,0.00015258789,35.0,-118.75661,0.25842285,24.0,-0.00093078613,0.095718384,1251,0.0
1004.8393,-0.00024414062,-50.523376,1682811871000,1682811868652,26.106262,9.559326,00:59:01:21,22.865295,34.030098,-0.0035095215,35.0,-118.75661,0.24645996,24.0,0.0002746582,0.090927124,1252,0.0
1004.8393,-0.0026855469,-51.953125,1682811871000,1682811868703,26.159668,9.568893,00:59:01:22,24.932861,34.030098,0.00015258789,35.0,-118.75661,0.2536316,24.0,-0.00093078613,0.095718384,1253,0.0
1004.8393,-0.0014648438,-51.950073,1682811871000,1682811868738,25.471497,9.549759,00:59:01:23,23.539734,34.030098,0.001373291,35.0,-118.75661,0.2679901,24.0,-0.0046081543,0.107681274,1254,0.0
1004.8393,-0.0014648438,-52.668762,1682811871000,1682811868775,26.14746,9.549759,00:59:02:00,24.241638,34.030098,-0.0010681152,35.0,-118.75661,0.2536316,24.0,0.0002746582,0.098098755,1255,0.0
1004.83685,-0.00024414062,-52.661133,1682811871000,1682811868803,24.830627,9.556931,00:59:02:01,24.21112,34.030098,0.00015258789,35.0,-118.75661,0.2536316,24.0,-0.0033874512,0.098098755,1256,0.0
1004.83685,-0.00024414062,-51.950073,1682811871000,1682811868864,25.502014,9.564117,00:59:02:02,24.917603,34.030098,-0.0010681152,35.0,-118.75661,0.25602722,24.0,-0.002166748,0.090927124,1257,0.0
1004.83685,-0.0014648438,-51.235962,1682811871000,1682811868903,25.483704,9.554535,00:59:02:03,24.227905,34.030098,-0.0022888184,35.0,-118.75661,0.2632141,24.0,-0.0033874512,0.090927124,1258,0.0
1004.83685,-0.003921509,-52.670288,1682811871000,1682811868939,26.838684,9.540192,00:59:02:04,25.636292,34.030098,-0.0010681152,35.0,-118.75661,0.2632141,24.0,-0.002166748,0.100494385,1259,0.0
1004.83685,0.0009765625,-51.235962,1682811871000,1682811868982,25.483704,9.556931,00:59:02:05,24.227905,34.030098,0.0038146973,35.0,-118.75661,0.2632141,24.0,-0.00093078613,0.102890015,1260,0.0
1004.8317,0.0009765625,-51.956177,1682811871000,1682811869060,26.803589,9.556931,00:59:02:06,24.258423,34.030098,0.00015258789,35.0,-118.75661,0.26081848,24.0,0.0002746582,0.102890015,1261,0.0
1004.8317,-0.0026855469,-51.950073,1682811871000,1682811869103,25.486755,9.552155,00:59:02:08,24.227905,34.030098,-0.0035095215,35.0,-118.75661,0.2679901,24.0,0.0002746582,0.090927124,1263,0.0
1004.8317,-0.0026855469,-51.22986,1682811871000,1682811869148,24.856567,9.556931,00:59:02:08,25.592041,34.030098,0.001373291,35.0,-118.75661,0.25125122,24.0,0.0015106201,0.100494385,1263,0.0
1004.8317,-0.0026855469,-51.945496,1682811871000,1682811869182,24.842834,9.554535,00:59:02:10,24.902344,34.030098,-0.0022888184,35.0,-118.75661,0.24885559,24.0,0.0015106201,0.102890015,1264,0.0
1004.8283,0.0009765625,-54.084778,1682811872000,1682811869219,24.209595,9.549759,00:59:02:10,25.57373,34.030098,0.001373291,35.0,-118.75661,0.2679901,24.0,-0.002166748,0.093322754,1265,0.0
1004.8283,-0.00024414062,-51.953125,1682811872000,1682811869252,26.14441,9.547363,00:59:02:11,24.243164,34.030098,0.001373291,35.0,-118.75661,0.25125122,24.0,-0.00093078613,0.095718384,1266,0.0
1004.8283,-0.0014648438,-52.668762,1682811872000,1682811869295,26.14746,9.556931,00:59:02:12,24.241638,34.030098,0.00015258789,35.0,-118.75661,0.24885559,24.0,0.0027160645,0.105285645,1267,0.0
1004.8283,-0.0014648438,-53.378296,1682811872000,1682811869339,25.540161,9.549759,00:59:02:13,26.29242,34.030098,0.002609253,35.0,-118.75661,0.27278137,24.0,-0.00093078613,0.088531494,1268,0.0
1004.8283,0.0009765625,-51.956177,1682811872000,1682811869373,26.803589,9.556931,00:59:02:14,24.258423,34.030098,-0.0010681152,35.0,-118.75661,0.2679901,24.0,-0.00093078613,0.100494385,1269,0.0
1004.83,-0.00024414062,-53.3844,1682811872000,1682811869409,26.872253,9.544968,00:59:02:15,27.012634,34.030098,-0.0022888184,35.0,-118.75661,0.2536316,24.0,-0.002166748,0.100494385,1270,0.0
1004.83,-0.0014648438,-51.953125,1682811872000,1682811869456,26.159668,9.561722,00:59:02:16,24.932861,34.030098,0.001373291,35.0,-118.75661,0.26081848,24.0,-0.002166748,0.100494385,1271,0.0
1004.83,0.0009765625,-51.234436,1682811872000,1682811869490,25.515747,9.554535,00:59:02:17,25.6073,34.030098,0.00015258789,35.0,-118.75661,0.24645996,24.0,-0.00093078613,0.095718384,1272,0.0
1004.83,0.0021972656,-54.089355,1682811872000,1682811869525,24.85199,9.561722,00:59:02:18,24.900818,34.030098,-0.0022888184,35.0,-118.75661,0.27278137,24.0,-0.00093078613,0.102890015,1273,0.0
1004.83,-0.0014648438,-51.953125,1682811872000,1682811869578,26.159668,9.571289,00:59:02:19,24.932861,34.030098,0.00015258789,35.0,-118.75661,0.24885559,24.0,0.0002746582,0.100494385,1274,0.0
1004.8283,-0.00024414062,-51.950073,1682811872000,1682811869614,25.471497,9.542572,00:59:02:20,23.539734,34.030098,0.00015258789,35.0,-118.75661,0.2632141,24.0,-0.00093078613,0.093322754,1275,0.0
1004.8283,-0.0026855469,-52.671814,1682811872000,1682811869659,26.80664,9.554535,00:59:02:21,24.256897,34.030098,0.001373291,35.0,-118.75661,0.2416687,24.0,0.0002746582,0.095718384,1276,0.0
1004.8283,-0.0026855469,-50.52643,1682811872000,1682811869707,26.811218,9.537796,00:59:02:23,24.94812,34.030098,0.001373291,35.0,-118.75661,0.2679901,24.0,0.0002746582,0.095718384,1278,0.0
1004.8283,-0.0026855469,-52.66571,1682811872000,1682811869743,25.474548,9.549759,00:59:02:23,23.538208,34.030098,-0.0010681152,35.0,-118.75661,0.25842285,24.0,0.0002746582,0.102890015,1278,0.0
1004.8283,-0.0026855469,-51.235962,1682811872000,1682811869777,25.468445,9.549759,00:59:03:00,23.539734,34.030098,-0.0010681152,35.0,-118.75661,0.26081848,24.0,0.0015106201,0.098098755,1279,0.0
1004.83344,0.0009765625,-51.956177,1682811872000,1682811869828,26.78833,9.566513,00:59:03:01,23.570251,34.030098,0.00015258789,35.0,-118.75661,0.2416687,24.0,-0.002166748,0.098098755,1280,0.0
1004.83344,0.0009765625,-50.523376,1682811872000,1682811869863,26.121521,9.561722,00:59:03:02,23.554993,34.030098,-0.0010681152,35.0,-118.75661,0.25842285,24.0,0.0002746582,0.100494385,1281,0.0
1004.83344,-0.0014648438,-51.239014,1682811872000,1682811869891,26.11084,9.571289,00:59:03:03,22.865295,34.030098,0.001373291,35.0,-118.75661,0.26081848,24.0,-0.00093078613,0.098098755,1282,0.0
1004.83344,0.0009765625,-51.953125,1682811872000,1682811869926,26.113892,9.566513,00:59:03:04,22.865295,34.030098,0.001373291,35.0,-118.75661,0.2679901,24.0,-0.002166748,0.102890015,1283,0.0
1004.83344,-0.00024414062,-52.66571,1682811872000,1682811869981,25.489807,9.561722,00:59:03:05,24.22638,34.030098,0.001373291,35.0,-118.75661,0.27038574,24.0,0.0002746582,0.100494385,1284,0.0
1004.83514,-0.00024414062,-54.08783,1682811872000,1682811870061,24.868774,9.554535,00:59:03:06,25.590515,34.030098,-0.0010681152,35.0,-118.75661,0.26560974,24.0,0.0015106201,0.100494385,1285,0.0
1004.83514,-0.003921509,-54.08783,1682811872000,1682811870096,24.868774,9.566513,00:59:03:07,25.590515,34.030098,0.00015258789,35.0,-118.75661,0.26081848,24.0,-0.0033874512,0.095718384,1286,0.0
1004.83514,-0.0026855469,-52.668762,1682811872000,1682811870131,26.16272,9.583252,00:59:03:08,24.931335,34.030098,0.001373291,35.0,-118.75661,0.25602722,24.0,0.0002746582,0.102890015,1287,0.0
1004.83514,-0.0014648438,-54.096985,1682811872000,1682811870180,26.168823,9.566513,00:59:03:09,24.931335,34.030098,0.001373291,35.0,-118.75661,0.25842285,24.0,-0.00093078613,0.093322754,1288,0.0
1004.83685,0.0009765625,-52.66571,1682811873000,1682811870216,25.505066,9.552155,00:59:03:10,24.916077,34.030098,0.00015258789,35.0,-118.75661,0.25842285,24.0,-0.002166748,0.090927124,1289,0.0
1004.83685,-0.0026855469,-51.953125,1682811873000,1682811870250,26.12915,9.573685,00:59:03:11,23.554993,34.030098,0.00015258789,35.0,-118.75661,0.2536316,24.0,0.0015106201,0.095718384,1290,0.0
1004.83685,-0.00024414062,-52.66571,1682811873000,1682811870301,25.474548,9.559326,00:59:03:12,23.538208,34.030098,0.00015258789,35.0,-118.75661,0.2632141,24.0,0.0002746582,0.093322754,1291,0.0
1004.83685,0.0009765625,-53.381348,1682811873000,1682811870337,26.197815,9.564117,00:59:03:13,26.307678,34.030098,-0.0010681152,35.0,-118.75661,0.25125122,24.0,0.0015106201,0.112457275,1292,0.0
1004.83685,-0.0026855469,-51.235962,1682811873000,1682811870362,25.468445,9.547363,00:59:03:14,23.539734,34.030098,-0.0035095215,35.0,-118.75661,0.27757263,24.0,0.0015106201,0.088531494,1293,0.0
1004.83344,-0.0014648438,-51.950073,1682811873000,1682811870412,25.456238,9.549759,00:59:03:15,22.850037,34.030098,-0.0010681152,35.0,-118.75661,0.25842285,24.0,0.0027160645,0.098098755,1294,0.0
1004.83344,-0.0014648438,-51.950073,1682811873000,1682811870462,25.502014,9.549759,00:59:03:16,24.917603,34.030098,0.00015258789,35.0,-118.75661,0.26081848,24.0,0.0015106201,0.110076904,1295,0.0
1004.83344,0.0009765625,-51.950073,1682811873000,1682811870496,25.486755,9.554535,00:59:03:17,24.227905,34.030098,0.00015258789,35.0,-118.75661,0.24885559,24.0,-0.002166748,0.093322754,1296,0.0
1004.83344,-0.005126953,-54.096985,1682811873000,1682811870538,26.138306,9.549759,00:59:03:18,23.553467,34.030098,-0.0035095215,35.0,-118.75661,0.25125122,24.0,0.0002746582,0.093322754,1297,0.0
1004.83344,-0.0026855469,-50.52643,1682811873000,1682811870581,26.79596,9.573685,00:59:03:19,24.258423,34.030098,0.00015258789,35.0,-118.75661,0.25842285,24.0,-0.00093078613,0.102890015,1298,0.0
1004.8393,-0.0014648438,-54.093933,1682811873000,1682811870615,25.49591,9.564117,00:59:03:20,24.22638,34.030098,-0.0022888184,35.0,-118.75661,0.2536316,24.0,0.0015106201,0.107681274,1299,0.0
1004.8393,0.004638672,-53.37982,1682811873000,1682811870668,25.508118,9.554535,00:59:03:21,24.916077,34.030098,-0.0010681152,35.0,-118.75661,0.26081848,24.0,-0.002166748,0.100494385,1300,0.0
1004.8393,-0.00024414062,-54.092407,1682811873000,1682811870694,25.543213,9.547363,00:59:03:22,26.29242,34.030098,0.005050659,35.0,-118.75661,0.25842285,24.0,-0.002166748,0.090927124,1301,0.0
1004.8393,-0.00024414062,-54.814148,1682811873000,1682811870732,26.849365,9.564117,00:59:03:23,25.636292,34.030098,0.001373291,35.0,-118.75661,0.25125122,24.0,0.0015106201,0.090927124,1302,0.0
1004.8393,-0.003921509,-54.093933,1682811873000,1682811870783,25.51117,9.547363,00:59:04:00,24.916077,34.030098,0.002609253,37.0,-118.75661,0.25602722,24.0,-0.00093078613,0.098098755,1303,0.0
1004.8376,-0.00024414062,-54.812622,1682811873000,1682811870818,26.1734,9.561722,00:59:04:01,24.931335,34.030098,-0.0010681152,37.0,-118.75661,0.25842285,24.0,0.0002746582,0.110076904,1304,0.0
1004.8376,-0.00024414062,-52.66571,1682811873000,1682811870852,25.489807,9.554535,00:59:04:02,24.22638,34.030098,-0.0010681152,37.0,-118.75661,0.27038574,24.0,0.0015106201,0.107681274,1305,0.0
1004.8376,-0.00024414062,-54.814148,1682811873000,1682811870904,26.849365,9.564117,00:59:04:03,25.636292,34.030098,0.001373291,37.0,-118.75661,0.25602722,24.0,0.0002746582,0.086135864,1306,0.0
1004.8376,-0.00024414062,-51.953125,1682811873000,1682811870939,26.159668,9.561722,00:59:04:04,24.932861,34.030098,0.00015258789,37.0,-118.75661,0.26560974,24.0,-0.00093078613,0.098098755,1307,0.0
1004.8376,0.0009765625,-53.37372,1682811873000,1682811870982,24.865723,9.573685,00:59:04:05,25.590515,34.030098,0.001373291,35.0,-118.75661,0.26081848,24.0,0.0027160645,0.107681274,1308,0.0
1004.8393,-0.0026855469,-54.808044,1682811873000,1682811871070,25.532532,9.549759,00:59:04:06,25.605774,34.030098,-0.0022888184,35.0,-118.75661,0.26081848,24.0,0.0002746582,0.100494385,1309,0.0
1004.8393,-0.0026855469,-54.104614,1682811873000,1682811871096,27.45514,9.559326,00:59:04:07,23.583984,34.030098,0.002609253,35.0,-118.75661,0.26081848,24.0,0.0002746582,0.090927124,1310,0.0
1004.8393,-0.0014648438,-54.096985,1682811873000,1682811871140,26.168823,9.57608,00:59:04:08,24.931335,34.030098,-0.0010681152,35.0,-118.75661,0.25842285,24.0,-0.00093078613,0.102890015,1311,0.0
1004.8393,-0.0014648438,-54.804993,1682811873000,1682811871174,24.841309,9.57608,00:59:04:09,24.21112,34.030098,0.00015258789,35.0,-118.75661,0.25842285,24.0,0.0002746582,0.095718384,1312,0.0
1004.8393,-0.00024414062,-53.382874,1682811874000,1682811871216,26.150513,9.556931,00:59:04:10,24.241638,34.030098,-0.0022888184,35.0,-118.75661,0.25125122,24.0,-0.00093078613,0.095718384,1313,0.0
1004.8393,0.0021972656,-55.525208,1682811874000,1682811871249,25.50354,9.549759,00:59:04:11,24.22638,34.030098,-0.0010681152,35.0,-118.75661,0.2679901,24.0,-0.00093078613,0.093322754,1314,0.0
1004.8393,-0.00024414062,-53.37982,1682811874000,1682811871302,25.508118,9.564117,00:59:04:12,24.916077,34.030098,0.002609253,35.0,-118.75661,0.25602722,24.0,-0.002166748,0.093322754,1315,0.0
1004.8393,-0.0014648438,-53.381348,1682811874000,1682811871335,26.213074,9.559326,00:59:04:13,26.997375,34.030098,-0.0022888184,35.0,-118.75661,0.24645996,24.0,-0.00093078613,0.093322754,1316,0.0
1004.8393,-0.0014648438,-51.950073,1682811874000,1682811871385,25.502014,9.566513,00:59:04:14,24.917603,34.030098,-0.0022888184,35.0,-118.75661,0.25602722,24.0,-0.00093078613,0.105285645,1317,0.0
1004.8465,-0.00024414062,-51.945496,1682811874000,1682811871419,24.842834,9.566513,00:59:04:15,24.902344,34.030098,-0.0010681152,35.0,-118.75661,0.24885559,24.0,-0.00093078613,0.095718384,1318,0.0
1004.8465,-0.0026855469,-52.66571,1682811874000,1682811871461,25.474548,9.542572,00:59:04:16,23.538208,34.030098,0.00015258789,35.0,-118.75661,0.2536316,24.0,-0.002166748,0.107681274,1319,0.0
1004.8465,0.0009765625,-52.668762,1682811874000,1682811871505,26.14746,9.580856,00:59:04:17,24.241638,34.030098,0.00015258789,35.0,-118.75661,0.24885559,24.0,0.0015106201,0.110076904,1320,0.0
1004.8465,-0.00024414062,-52.668762,1682811874000,1682811871539,26.14746,9.542572,00:59:04:18,24.241638,34.030098,-0.0022888184,35.0,-118.75661,0.25842285,24.0,-0.00093078613,0.100494385,1321,0.0
1004.8465,0.0009765625,-53.37982,1682811874000,1682811871582,25.462341,9.552155,00:59:04:19,22.84851,34.030098,0.002609253,35.0,-118.75661,0.25602722,24.0,-0.002166748,0.102890015,1322,0.0
1004.8371,-0.0014648438,-52.668762,1682811874000,1682811871620,26.16272,9.566513,00:59:04:20,24.931335,34.030098,-0.0010681152,35.0,-118.75661,0.2632141,24.0,0.0002746582,0.095718384,1323,0.0
1004.8371,-0.0014648438,-53.382874,1682811874000,1682811871654,26.135254,9.561722,00:59:04:21,23.553467,34.030098,0.0038146973,35.0,-118.75661,0.27038574,24.0,0.0002746582,0.098098755,1324,0.0
1004.8371,-0.0014648438,-52.670288,1682811874000,1682811871697,26.853943,9.566513,00:59:04:22,26.322937,34.030098,0.001373291,35.0,-118.75661,0.25842285,24.0,0.0002746582,0.102890015,1325,0.0
1004.8371,-0.0014648438,-51.945496,1682811874000,1682811871743,24.812317,9.561722,00:59:04:23,23.524475,34.030098,-0.0010681152,35.0,-118.75661,0.26081848,24.0,0.0002746582,0.102890015,1326,0.0
1004.8371,-0.00024414062,-50.520325,1682811874000,1682811871777,25.494385,9.568893,00:59:05:00,24.917603,34.030098,0.001373291,35.0,-118.75661,0.25602722,24.0,-0.00093078613,0.100494385,1327,0.0
1004.8371,-0.0026855469,-52.66571,1682811874000,1682811871819,25.474548,9.559326,00:59:05:01,23.538208,34.030098,-0.0010681152,35.0,-118.75661,0.24645996,24.0,-0.002166748,0.100494385,1328,0.0
1004.8371,-0.0026855469,-49.80316,1682811874000,1682811871863,24.771118,9.556931,00:59:05:02,22.14508,34.030098,-0.0022888184,35.0,-118.75661,0.2632141,24.0,0.0002746582,0.098098755,1329,0.0
1004.8371,-0.0014648438,-53.37982,1682811874000,1682811871892,25.492859,9.554535,00:59:05:03,24.22638,34.030098,0.002609253,35.0,-118.75661,0.26560974,24.0,0.0002746582,0.093322754,1330,0.0
1004.8371,-0.005126953,-51.24054,1682811874000,1682811871937,26.095581,9.552155,00:59:05:04,22.175598,34.030098,-0.0022888184,35.0,-118.75661,0.2632141,24.0,-0.00093078613,0.100494385,1331,0.0
1004.8371,-0.003921509,-51.235962,1682811874000,1682811871973,25.483704,9.568893,00:59:05:05,24.227905,34.030098,0.00015258789,35.0,-118.75661,0.2679901,24.0,0.0015106201,0.105285645,1332,0.0
1004.8378,-0.0014648438,-53.378296,1682811874000,1682811872053,25.540161,9.554535,00:59:05:06,26.29242,34.030098,0.002609253,35.0,-118.75661,0.26081848,24.0,0.0002746582,0.095718384,1333,0.0
1004.8378,0.0009765625,-53.375244,1682811874000,1682811872110,24.848938,9.564117,00:59:05:08,24.900818,34.030098,0.001373291,35.0,-118.75661,0.25602722,24.0,0.0015106201,0.100494385,1335,0.0
1004.8378,0.0009765625,-54.096985,1682811874000,1682811872144,26.153564,9.568893,00:59:05:08,24.241638,34.030098,0.001373291,35.0,-118.75661,0.2536316,24.0,0.0015106201,0.105285645,1335,0.0
1004.8378,0.0009765625,-53.378296,1682811874000,1682811872173,25.524902,9.561722,00:59:05:09,25.605774,34.030098,0.00015258789,35.0,-118.75661,0.26081848,24.0,-0.00093078613,0.095718384,1336,0.0
1004.83105,-0.00024414062,-55.52826,1682811875000,1682811872224,26.176453,9.573685,00:59:05:10,24.931335,34.030098,-0.0010681152,33.0,-118.75661,0.25602722,24.0,0.0015106201,0.095718384,1337,0.0
1004.83105,-0.00024414062,-52.671814,1682811875000,1682811872257,26.791382,9.571289,00:59:05:11,23.568726,34.030098,0.001373291,33.0,-118.75661,0.2632141,24.0,-0.00093078613,0.095718384,1338,0.0
1004.83105,-0.00024414062,-54.804993,1682811875000,1682811872311,24.810791,9.559326,00:59:05:12,22.833252,34.030098,0.001373291,33.0,-118.75661,0.24645996,24.0,0.0002746582,0.112457275,1339,0.0
1004.83105,-0.005126953,-52.66571,1682811875000,1682811872337,25.505066,9.588043,00:59:05:13,24.916077,34.030098,0.00015258789,33.0,-118.75661,0.24885559,24.0,-0.002166748,0.107681274,1340,0.0
1004.83105,-0.0014648438,-54.089355,1682811875000,1682811872380,24.836731,9.537796,00:59:05:14,24.21112,34.030098,0.0038146973,33.0,-118.75661,0.27278137,24.0,0.0002746582,0.098098755,1341,0.0
1004.82306,0.0021972656,-51.953125,1682811875000,1682811872414,26.159668,9.564117,00:59:05:15,24.932861,34.030098,-0.0022888184,33.0,-118.75661,0.2416687,24.0,-0.002166748,0.100494385,1342,0.0
1004.82306,-0.0014648438,-52.667236,1682811875000,1682811872460,26.194763,9.566513,00:59:05:16,26.307678,34.030098,-0.0022888184,33.0,-118.75661,0.25125122,24.0,0.0002746582,0.114852905,1343,0.0
1004.82306,-0.0026855469,-52.668762,1682811875000,1682811872497,26.14746,9.542572,00:59:05:17,24.241638,34.030098,0.002609253,33.0,-118.75661,0.2632141,24.0,0.0015106201,0.098098755,1344,0.0
